phase,suite,device,sweep,N,B,nmb,zones,nmu,rays_per_octant,rays_total,nlim,n_repeat,peak_mem_gib,pct_fill,oom,zcps_off_med,zcps_on_med,zcps_on_min,zcps_on_max,slowdown_med,t_rad_ms,t_hydro_ms,t_sweep_ms,rad_over_hydro,sweep_over_hydro,rad_cells_per_s,hydro_cells_per_s,gcaups,nang,niter,sm_util_mean,sm_util_peak,mem_util_mean,dcgm_sm_occ_mean,dcgm_sm_active_mean,sm_clock_mhz,gpu_temp_c,power_w
2,sweep,gh200,wavefront,224,112,8,11239424,3,6,48,50,3,11.47265625,12.003555700871555,False,980207100.0,122033200.0,122002600.0,122157300.0,8.032298587597474,3817.13516,446.0559,3606.24,8.55752644455549,8.084726600410397,147223290.88289344,1259867204.984846,7.4799840276853455,48.0,1.0,80.75,98.0,33.357142857142854,0.3577241379310344,0.7542758620689654,1980.0,44.0,461.5135714285715
2,sweep,gh200,wavefront,224,112,8,11239424,4,10,80,50,3,15.5703125,16.290831809218258,False,980207100.0,82804680.0,82790790.0,82997460.0,11.837580919339342,5859.33502,446.07969999999995,5533.88,13.135175216446749,12.405585817960334,95910405.88766333,1259799986.4149837,8.12408219910804,80.0,1.0,83.6,99.0,33.675,0.39325000000000004,0.8128249999999998,1980.0,44.0,483.09049999999996
2,sweep,gh200,wavefront,224,112,8,11239424,5,15,120,50,3,20.61328125,21.56716494160681,False,980207100.0,57813670.0,57796760.0,57823250.0,16.954590497368528,8614.66073,445.957,8145.24,19.3172452276789,18.264630894906908,65234281.14156274,1260146606.0629165,8.279258069743802,120.0,1.0,88.85185185185185,99.0,34.7037037037037,0.4194545454545455,0.8579272727272723,1980.0,47.0,509.91481481481475
2,sweep,gh200,wavefront,224,112,8,11239424,6,21,168,50,3,26.73046875,27.967426510406554,False,980207100.0,42730790.0,42729780.0,42768650.0,22.9391289044738,11823.771420000001,446.04139999999995,11181.6,26.508237620992137,25.068525029291006,47528929.64840485,1259908160.991334,8.44343936467053,168.0,1.0,92.2394366197183,100.0,35.49295774647887,0.4415833333333336,0.8962222222222215,1980.0,47.0,525.3852112676054
2,sweep,gh200,wavefront,224,224,1,11239424,1,1,8,50,3,6.0087890625,6.286846972034617,False,789822100.0,241265100.0,240995900.0,241485500.0,3.2736690884839956,1545.7736599999998,548.2186,1477.86,2.819630089165161,2.6957494692810493,363553354.8941441,1025085978.476469,3.0420808466295863,8.0,1.0,60.35294117647059,92.0,25.529411764705884,0.18805555555555553,0.5083888888888889,1980.0,37.0,308.1135294117648
2,sweep,gh200,wavefront,224,224,1,11239424,2,3,24,50,3,7.791015625,8.151546423353189,False,789822100.0,161387700.0,161156900.0,161432400.0,4.893942351244859,2667.44303,548.1768999999999,2544.64,4.86602596716498,4.642005162931893,210677864.03670636,1025163957.109466,5.300281690140845,24.0,1.0,73.4090909090909,95.0,30.318181818181817,0.2622173913043478,0.6250434782608696,1980.0,41.0,376.2613636363636
2,sweep,gh200,wavefront,224,224,1,11239424,3,6,48,50,3,10.427734375,10.910279858180667,False,789822100.0,101959500.0,101883300.0,102011600.0,7.746429709835768,4675.3671,548.0174,4466.93,8.531420900139304,8.151073305336656,120198304.85610422,1025462330.2106831,6.038737477417375,48.0,1.0,80.54545454545455,97.0,31.03030303030303,0.3222352941176471,0.7251470588235295,1980.0,43.0,426.3269696969698
2,sweep,gh200,wavefront,224,224,1,11239424,4,10,80,50,3,13.9375,14.58246058587324,False,789822100.0,70183070.0,70147010.0,70241740.0,11.253741108788772,7086.22351,547.9978,6763.7,12.931116712512349,12.34256779862985,79304752.27135476,1025499007.4777672,6.6469086446767305,80.0,1.0,84.77777777777777,98.0,31.77777777777778,0.36939130434782597,0.8082826086956522,1980.0,45.0,461.3733333333335
2,sweep,gh200,wavefront,224,224,1,11239424,5,15,120,50,3,18.3388671875,19.187501915787106,False,789822100.0,49618080.0,49596510.0,49644080.0,15.918030282509925,10327.45694,548.1681,9862.15,18.83994515550978,17.99110528321513,54415254.720006615,1025180414.5480193,6.83791505908955,120.0,1.0,89.93548387096774,99.0,32.88709677419355,0.40272580645161293,0.8646129032258068,1980.0,38.0,478.1174193548387
2,sweep,gh200,wavefront,224,224,1,11239424,6,21,168,50,3,23.6591796875,24.75401293539455,False,789822100.0,37122920.0,37060560.0,37160250.0,21.275861381593906,14038.90646,548.0747,13402.9,25.614950772221377,24.454513226025576,40029556.547098756,1025355120.3877865,7.044084608554866,168.0,1.0,92.01234567901234,99.0,33.58024691358025,0.4177317073170733,0.8837560975609758,1980.0,40.0,495.8070370370368
