phase,suite,device,sweep,ir_layout,N,B,nmb,zones,nmu,rays_per_octant,rays_total,nlim,n_repeat,peak_mem_gib,pct_fill,oom,zcps_off_med,zcps_on_med,zcps_on_min,zcps_on_max,slowdown_med,t_rad_ms,t_hydro_ms,t_sweep_ms,rad_over_hydro,sweep_over_hydro,rad_cells_per_s,hydro_cells_per_s,gcaups,nang,niter,sm_util_mean,sm_util_peak,mem_util_mean,dcgm_sm_occ_mean,dcgm_sm_active_mean,sm_clock_mhz,gpu_temp_c,power_w
2,sweep,a100,wavefront,angle_inner,144,48,27,2985984,3,6,48,50,3,5.5634765625,13.90869140625,False,261298000.0,54294470.0,54135530.0,54496620.0,4.8126079875169605,1987.09438,398.9526,1527.3,4.980778117500675,3.8282743363497316,75134428.18956591,374227915.7975158,4.692176782557455,48.0,1.0,46.03448275862069,97.0,18.310344827586206,0.28623750000000003,0.3890708333333333,1204.1379310344828,60.0,156.2206896551724
2,sweep,a100,wavefront,angle_inner,144,48,27,2985984,4,10,80,50,3,7.9658203125,19.91455078125,False,261298000.0,39127270.0,39065190.0,39260760.0,6.678155669945795,2903.02092,401.8135,2136.22,7.224796877158185,5.316446560406756,51428909.44099707,371563424.32496667,5.591154469108988,80.0,1.0,56.51428571428571,98.0,20.142857142857142,0.29219285714285714,0.399425,1234.2857142857142,62.0,176.07571428571427
2,sweep,a100,wavefront,angle_inner,144,48,27,2985984,5,15,120,50,3,10.9736328125,27.43408203125,False,261298000.0,28495920.0,28487910.0,28650450.0,9.169663586927532,4093.40477,401.2279,2877.79,10.20219374076429,7.1724573490527455,36473109.40129676,372105728.440121,6.2255772658880595,120.0,1.0,68.04761904761905,100.0,22.88095238095238,0.29528571428571426,0.4062321428571429,1256.0714285714287,64.0,188.29166666666666
2,sweep,a100,wavefront,angle_inner,144,48,27,2985984,6,21,168,50,3,14.5419921875,36.35498046875,False,261298000.0,21809480.0,21780150.0,21820970.0,11.98093673026592,5417.34565,398.7317,3679.59,13.586443340221006,9.228235427481689,27559474.629424833,374435240.5389389,6.8165925007949255,168.0,1.0,72.75510204081633,100.0,24.489795918367346,0.3063877551020408,0.420015306122449,1295.5102040816328,63.0,187.80367346938775
2,sweep,a100,wavefront,angle_inner,144,72,8,2985984,1,1,8,50,3,2.3623046875,5.90576171875,False,318776800.0,95685200.0,95510580.0,96211740.0,3.331516263748208,1110.2696999999998,332.6898,1024.11,3.3372519987087066,3.0782729136871643,134471110.93818018,448763983.74702203,1.1662747165831797,8.0,1.0,30.652173913043477,92.0,16.956521739130434,0.269546875,0.3626979166666667,1100.2173913043478,57.0,124.41826086956522
2,sweep,a100,wavefront,angle_inner,144,72,8,2985984,2,3,24,50,3,3.3994140625,8.49853515625,False,318776800.0,72274900.0,72144300.0,72385470.0,4.410615580236016,1550.9033299999999,332.1297,1339.58,4.669571345170275,4.033303856896868,96265961.33493376,449520774.56487626,2.6748539094343005,24.0,1.0,38.4,95.0,17.64,0.27144711538461536,0.36912500000000004,1186.2,59.0,150.6804
2,sweep,a100,wavefront,angle_inner,144,72,8,2985984,3,6,48,50,3,4.9716796875,12.42919921875,False,318776800.0,56253990.0,56040230.0,56294010.0,5.666741150272185,2056.73503,329.3561,1642.27,6.244715157848905,4.986305096520149,72590390.99460469,453306314.95818657,4.363692693649644,48.0,1.0,44.857142857142854,96.0,17.75,0.2840991379310345,0.38607327586206897,1213.392857142857,59.0,157.50500000000002
2,sweep,a100,wavefront,angle_inner,144,72,8,2985984,4,10,80,50,3,7.0712890625,17.67822265625,False,318776800.0,41028700.0,40894220.0,41031140.0,7.769605178813855,2962.87964,328.3441,2277.69,9.023702999383877,6.936899429592309,50389897.0394896,454703465.053887,5.243881300791591,80.0,1.0,49.411764705882355,97.0,18.264705882352942,0.28631249999999997,0.3940073529411765,1151.0294117647059,61.0,165.9844117647059
2,sweep,a100,wavefront,angle_inner,144,72,8,2985984,5,15,120,50,3,9.6767578125,24.19189453125,False,318776800.0,30168000.0,29927860.0,30180840.0,10.566719702996552,4135.39434,330.8165,3027.73,12.500568562934435,9.152294398858581,36102772.24493179,451305179.7597762,5.917272676229386,120.0,1.0,58.170731707317074,98.0,21.097560975609756,0.298844512195122,0.4071920731707317,1207.6829268292684,63.0,183.38463414634148
2,sweep,a100,wavefront,angle_inner,144,72,8,2985984,6,21,168,50,3,12.7958984375,31.98974609375,False,318776800.0,23130430.0,23073670.0,23216590.0,13.781706608999487,5454.32124,330.7762,3863.57,16.4894609708921,11.68031436360899,27372645.179952763,451360164.36490893,6.491992017745246,168.0,1.0,68.14893617021276,98.0,23.659574468085108,0.3005239361702128,0.41536702127659575,1248.8297872340424,66.0,196.61787234042555
2,sweep,a100,wavefront,angle_inner,144,144,1,2985984,1,1,8,50,3,2.1708984375,5.42724609375,False,258943200.0,74826260.0,74721280.0,75872300.0,3.4605925780601625,1437.8351400000001,418.4672,1354.64,3.4359566054400443,3.2371473797707444,103836104.60375866,356776349.496448,0.8817055453847517,8.0,1.0,33.52,89.0,14.6,0.26091346153846157,0.3618509615384615,1099.8,58.0,124.6092
2,sweep,a100,wavefront,angle_inner,144,144,1,2985984,2,3,24,50,3,3.0537109375,7.63427734375,False,258943200.0,58775020.0,58770610.0,59020810.0,4.405667577824729,1991.02233,408.8499,1769.84,4.8698124421700975,4.328825811135089,74986200.68213901,365168733.0729444,2.024578944989378,24.0,1.0,39.48275862068966,92.0,16.586206896551722,0.269625,0.37194827586206897,1167.9310344827586,59.0,140.78931034482758
2,sweep,a100,wavefront,angle_inner,144,144,1,2985984,3,6,48,50,3,4.3994140625,10.99853515625,False,258943200.0,48519060.0,48229800.0,48636480.0,5.336937690054176,2464.62486,404.3961,2012.17,6.094581179195348,4.975740369405146,60576845.7598046,369190504.06272465,3.561509017627735,48.0,1.0,44.03225806451613,94.0,15.225806451612904,0.2818588709677419,0.38452419354838707,1163.225806451613,60.0,152.80548387096775
2,sweep,a100,wavefront,angle_inner,144,144,1,2985984,4,10,80,50,3,6.1943359375,15.48583984375,False,258943200.0,37363270.0,37213880.0,37372230.0,6.9304212398968295,3360.0166200000003,412.46939999999995,2597.09,8.146099128808103,6.296442839153645,44434065.92435248,361964305.7157695,4.598968845900604,80.0,1.0,53.17142857142857,95.0,18.457142857142856,0.2896354166666667,0.39520833333333333,1250.142857142857,62.0,175.13285714285712
2,sweep,a100,wavefront,angle_inner,144,144,1,2985984,5,15,120,50,3,8.4248046875,21.06201171875,False,258943200.0,28197000.0,28110670.0,28212130.0,9.183359931907649,4548.997890000001,409.6418,3308.78,11.104818624466548,8.077251882010088,32820239.448385406,364462806.28588194,5.414655552801939,120.0,1.0,61.904761904761905,97.0,20.952380952380953,0.29727034883720926,0.4065436046511628,1279.642857142857,63.0,181.34690476190477
2,sweep,a100,wavefront,angle_inner,144,144,1,2985984,6,21,168,50,3,11.1201171875,27.80029296875,False,258943200.0,22079720.0,21999940.0,22137340.0,11.727648720183046,5930.1938900000005,413.9584,4149.93,14.325579309418533,10.024992849523045,25176107.69046878,360662327.4222724,6.04402136903514,168.0,1.0,69.26,100.0,22.58,0.3004019607843137,0.4122156862745098,1268.4,65.0,195.8528
